inc_before_tax,mt_net_tax_liab_dol_chg_single,mt_net_tax_liab_dol_chg_mar0kids,mt_net_tax_liab_dol_chg_hoh2kids,mt_net_tax_liab_dol_chg_mar2kids
1340.0,0.0,0.0,0.0,0.0
1360.0,0.0,0.0,0.0,0.0
1380.0,0.0,0.0,0.0,0.0
1400.0,0.0,0.0,0.0,0.0
1420.0,0.0,0.0,0.0,0.0
1440.0,0.0,0.0,0.0,0.0
1460.0,0.0,0.0,0.0,0.0
1480.0,0.0,0.0,0.0,0.0
1500.0,0.0,0.0,0.0,0.0
1520.0,0.0,0.0,0.0,0.0
1540.0,0.0,0.0,0.0,0.0
1560.0,0.0,0.0,0.0,0.0
1580.0,0.0,0.0,0.0,0.0
1600.0,0.0,0.0,0.0,0.0
1620.0,0.0,0.0,0.0,0.0
1640.0,0.0,0.0,0.0,0.0
1660.0,0.0,0.0,0.0,0.0
1680.0,0.0,0.0,0.0,0.0
1700.0,0.0,0.0,0.0,0.0
1720.0,0.0,0.0,0.0,0.0
1740.0,0.0,0.0,0.0,0.0
1760.0,0.0,0.0,0.0,0.0
1780.0,0.0,0.0,0.0,0.0
1800.0,0.0,0.0,0.0,0.0
1820.0,0.0,0.0,0.0,0.0
1840.0,0.0,0.0,0.0,0.0
1860.0,0.0,0.0,0.0,0.0
1880.0,0.0,0.0,0.0,0.0
1900.0,0.0,0.0,0.0,0.0
1920.0,0.0,0.0,0.0,0.0
1940.0,0.0,0.0,0.0,0.0
1960.0,0.0,0.0,0.0,0.0
1980.0,0.0,0.0,0.0,0.0
2000.0,0.0,0.0,0.0,0.0
2020.0,0.0,0.0,0.0,0.0
2040.0,0.0,0.0,0.0,0.0
2060.0,0.0,0.0,0.0,0.0
2080.0,0.0,0.0,0.0,0.0
2100.0,0.0,0.0,0.0,0.0
2120.0,0.0,0.0,0.0,0.0
2140.0,0.0,0.0,0.0,0.0
2160.0,0.0,0.0,0.0,0.0
2180.0,0.0,0.0,0.0,0.0
2200.0,0.0,0.0,0.0,0.0
2220.0,0.0,0.0,0.0,0.0
2240.0,0.0,0.0,0.0,0.0
2260.0,0.0,0.0,0.0,0.0
2280.0,0.0,0.0,0.0,0.0
2300.0,0.0,0.0,0.0,0.0
2320.0,0.0,0.0,0.0,0.0
2340.0,0.0,0.0,0.0,0.0
2360.0,0.0,0.0,0.0,0.0
2380.0,0.0,0.0,0.0,0.0
2400.0,0.0,0.0,0.0,0.0
2420.0,0.0,0.0,0.0,0.0
2440.0,0.0,0.0,0.0,0.0
2460.0,0.0,0.0,0.0,0.0
2480.0,0.0,0.0,0.0,0.0
2500.0,0.0,0.0,0.0,0.0
2520.0,0.0,0.0,0.0,0.0
2540.0,0.0,0.0,0.0,0.0
2560.0,0.0,0.0,0.0,0.0
2580.0,0.0,0.0,0.0,0.0
2600.0,0.0,0.0,0.0,0.0
2620.0,0.0,0.0,0.0,0.0
2640.0,0.0,0.0,0.0,0.0
2660.0,0.0,0.0,0.0,0.0
2680.0,0.0,0.0,0.0,0.0
2700.0,0.0,0.0,0.0,0.0
2720.0,0.0,0.0,0.0,0.0
2740.0,0.0,0.0,0.0,0.0
2760.0,0.0,0.0,0.0,0.0
2780.0,0.0,0.0,0.0,0.0
2800.0,0.0,0.0,0.0,0.0
2820.0,0.0,0.0,0.0,0.0
2840.0,0.0,0.0,0.0,0.0
2860.0,0.0,0.0,0.0,0.0
2880.0,0.0,0.0,0.0,0.0
2900.0,0.0,0.0,0.0,0.0
2920.0,0.0,0.0,0.0,0.0
2940.0,0.0,0.0,0.0,0.0
2960.0,0.0,0.0,0.0,0.0
2980.0,0.0,0.0,0.0,0.0
3000.0,0.0,0.0,0.0,0.0
3020.0,0.0,0.0,0.0,0.0
3040.0,0.0,0.0,0.0,0.0
3060.0,0.0,0.0,0.0,0.0
3080.0,0.0,0.0,0.0,0.0
3100.0,0.0,0.0,0.0,0.0
3120.0,0.0,0.0,0.0,0.0
3140.0,0.0,0.0,0.0,0.0
3160.0,0.0,0.0,0.0,0.0
3180.0,0.0,0.0,0.0,0.0
3200.0,0.0,0.0,0.0,0.0
3220.0,0.0,0.0,0.0,0.0
3240.0,0.0,0.0,0.0,0.0
3260.0,0.0,0.0,0.0,0.0
3280.0,0.0,0.0,0.0,0.0
3300.0,0.0,0.0,0.0,0.0
3320.0,0.0,0.0,0.0,0.0
3340.0,0.0,0.0,0.0,0.0
3360.0,0.0,0.0,0.0,0.0
3380.0,0.0,0.0,0.0,0.0
3400.0,0.0,0.0,0.0,0.0
3420.0,0.0,0.0,0.0,0.0
3440.0,0.0,0.0,0.0,0.0
3460.0,0.0,0.0,0.0,0.0
3480.0,0.0,0.0,0.0,0.0
3500.0,0.0,0.0,0.0,0.0
3520.0,0.0,0.0,0.0,0.0
3540.0,0.0,0.0,0.0,0.0
3560.0,0.0,0.0,0.0,0.0
3580.0,0.0,0.0,0.0,0.0
3600.0,0.0,0.0,0.0,0.0
3620.0,0.0,0.0,0.0,0.0
3640.0,0.0,0.0,0.0,0.0
3660.0,0.0,0.0,0.0,0.0
3680.0,0.0,0.0,0.0,0.0
3700.0,0.0,0.0,0.0,0.0
3720.0,0.0,0.0,0.0,0.0
3740.0,0.0,0.0,0.0,0.0
3760.0,0.0,0.0,0.0,0.0
3780.0,0.0,0.0,0.0,0.0
3800.0,0.0,0.0,0.0,0.0
3820.0,0.0,0.0,0.0,0.0
3840.0,0.0,0.0,0.0,0.0
3860.0,0.0,0.0,0.0,0.0
3880.0,0.0,0.0,0.0,0.0
3900.0,0.0,0.0,0.0,0.0
3920.0,0.0,0.0,0.0,0.0
3940.0,0.0,0.0,0.0,0.0
3960.0,0.0,0.0,0.0,0.0
3980.0,0.0,0.0,0.0,0.0
4000.0,0.0,0.0,0.0,0.0
4020.0,0.0,0.0,0.0,0.0
4040.0,0.0,0.0,0.0,0.0
4060.0,0.0,0.0,0.0,0.0
4080.0,0.0,0.0,0.0,0.0
4100.0,0.0,0.0,0.0,0.0
4120.0,0.0,0.0,0.0,0.0
4140.0,0.0,0.0,0.0,0.0
4160.0,0.0,0.0,0.0,0.0
4180.0,0.0,0.0,0.0,0.0
4200.0,0.0,0.0,0.0,0.0
4220.0,0.0,0.0,0.0,0.0
4240.0,0.0,0.0,0.0,0.0
4260.0,0.0,0.0,0.0,0.0
4280.0,0.0,0.0,0.0,0.0
4300.0,0.0,0.0,0.0,0.0
4320.0,0.0,0.0,0.0,0.0
4340.0,0.0,0.0,0.0,0.0
4360.0,0.0,0.0,0.0,0.0
4380.0,0.0,0.0,0.0,0.0
4400.0,0.0,0.0,0.0,0.0
4420.0,0.0,0.0,0.0,0.0
4440.0,0.0,0.0,0.0,0.0
4460.0,0.0,0.0,0.0,0.0
4480.0,0.0,0.0,0.0,0.0
4500.0,0.0,0.0,0.0,0.0
4520.0,0.0,0.0,0.0,0.0
4540.0,0.0,0.0,0.0,0.0
4560.0,0.0,0.0,0.0,0.0
4580.0,0.0,0.0,0.0,0.0
4600.0,0.0,0.0,0.0,0.0
4620.0,0.0,0.0,0.0,0.0
4640.0,0.0,0.0,0.0,0.0
4660.0,0.0,0.0,0.0,0.0
4680.0,0.0,0.0,0.0,0.0
4700.0,0.0,0.0,0.0,0.0
4720.0,0.0,0.0,0.0,0.0
4740.0,0.0,0.0,0.0,0.0
4760.0,0.0,0.0,0.0,0.0
4780.0,0.0,0.0,0.0,0.0
4800.0,0.0,0.0,0.0,0.0
4820.0,0.0,0.0,0.0,0.0
4840.0,0.0,0.0,0.0,0.0
4860.0,0.0,0.0,0.0,0.0
4880.0,0.0,0.0,0.0,0.0
4900.0,0.0,0.0,0.0,0.0
4920.0,0.0,0.0,0.0,0.0
4940.0,0.0,0.0,0.0,0.0
4960.0,0.0,0.0,0.0,0.0
4980.0,-0.47,0.0,0.0,0.0
5000.0,-1.41,0.0,0.0,0.0
5020.0,-2.35,0.0,0.0,0.0
5040.0,-3.29,0.0,0.0,0.0
5060.0,-4.23,0.0,0.0,0.0
5080.0,-5.17,0.0,0.0,0.0
5100.0,-6.11,0.0,0.0,0.0
5120.0,-7.05,0.0,0.0,0.0
5140.0,-7.99,0.0,0.0,0.0
5160.0,-8.93,0.0,0.0,0.0
5180.0,-9.87,0.0,0.0,0.0
5200.0,-10.81,0.0,0.0,0.0
5220.0,-11.75,0.0,0.0,0.0
5240.0,-12.69,0.0,0.0,0.0
5260.0,-13.63,0.0,0.0,0.0
5280.0,-14.57,0.0,0.0,0.0
5300.0,-15.51,0.0,0.0,0.0
5320.0,-16.45,0.0,0.0,0.0
5340.0,-17.39,0.0,0.0,0.0
5360.0,-18.33,0.0,0.0,0.0
5380.0,-19.27,0.0,0.0,0.0
5400.0,-20.21,0.0,0.0,0.0
5420.0,-21.15,0.0,0.0,0.0
5440.0,-22.09,0.0,0.0,0.0
5460.0,-23.03,0.0,0.0,0.0
5480.0,-23.449999,0.0,0.0,0.0
5500.0,-23.35,0.0,0.0,0.0
5520.0,-23.25,0.0,0.0,0.0
5540.0,-23.150002,0.0,0.0,0.0
5560.0,-23.05,0.0,0.0,0.0
5580.0,-22.95,0.0,0.0,0.0
5600.0,-22.85,0.0,0.0,0.0
5620.0,-22.75,0.0,0.0,0.0
5640.0,-22.65,0.0,0.0,0.0
5660.0,-22.55,0.0,0.0,0.0
5680.0,-22.449999,0.0,0.0,0.0
5700.0,-22.350002,0.0,0.0,0.0
5720.0,-22.25,0.0,0.0,0.0
5740.0,-22.149998,0.0,0.0,0.0
5760.0,-22.050001,0.0,0.0,0.0
5780.0,-21.949999,0.0,0.0,0.0
5800.0,-21.849998,0.0,0.0,0.0
5820.0,-21.75,0.0,0.0,0.0
5840.0,-21.65,0.0,0.0,0.0
5860.0,-21.550001,0.0,0.0,0.0
5880.0,-21.45,0.0,0.0,0.0
5900.0,-21.349998,0.0,0.0,0.0
5920.0,-21.250002,0.0,0.0,0.0
5940.0,-21.15,0.0,0.0,0.0
5960.0,-21.05,0.0,0.0,0.0
5980.0,-20.95,0.0,0.0,0.0
6000.0,-20.85,0.0,0.0,0.0
6020.0,-20.749998,0.0,0.0,0.0
6040.0,-20.650002,0.0,0.0,0.0
6060.0,-20.55,0.0,0.0,0.0
6080.0,-20.449999,0.0,0.0,0.0
6100.0,-20.350002,0.0,0.0,0.0
6120.0,-20.25,0.0,0.0,0.0
6140.0,-20.150002,0.0,0.0,0.0
6160.0,-20.05,0.0,0.0,0.0
6180.0,-19.95,0.0,0.0,0.0
6200.0,-19.850002,0.0,0.0,0.0
6220.0,-19.75,0.0,0.0,0.0
6240.0,-19.649998,0.0,0.0,0.0
6260.0,-19.55,0.0,0.0,0.0
6280.0,-19.45,0.0,0.0,0.0
6300.0,-19.349998,0.0,0.0,0.0
6320.0,-19.25,0.0,0.0,0.0
6340.0,-19.149998,0.0,0.0,0.0
6360.0,-19.050003,0.0,0.0,0.0
6380.0,-18.949997,0.0,0.0,0.0
6400.0,-18.849998,0.0,0.0,0.0
6420.0,-18.75,0.0,0.0,0.0
6440.0,-18.649998,0.0,0.0,0.0
6460.0,-18.55,0.0,0.0,0.0
6480.0,-18.45,0.0,0.0,0.0
6500.0,-18.350002,0.0,0.0,0.0
6520.0,-18.25,0.0,0.0,0.0
6540.0,-18.150002,0.0,0.0,0.0
6560.0,-18.050003,0.0,0.0,0.0
6580.0,-17.949997,0.0,0.0,0.0
6600.0,-17.850002,0.0,0.0,0.0
6620.0,-17.750004,0.0,0.0,0.0
6640.0,-17.649998,0.0,0.0,0.0
6660.0,-17.55,0.0,0.0,0.0
6680.0,-17.450005,0.0,0.0,0.0
6700.0,-17.349998,0.0,0.0,0.0
6720.0,-17.25,0.0,0.0,0.0
6740.0,-17.150002,0.0,0.0,0.0
6760.0,-17.049995,0.0,0.0,0.0
6780.0,-16.949997,0.0,0.0,0.0
6800.0,-16.849998,0.0,0.0,0.0
6820.0,-16.75,0.0,0.0,0.0
6840.0,-16.650002,0.0,0.0,0.0
6860.0,-16.550003,0.0,0.0,0.0
6880.0,-16.449997,0.0,0.0,0.0
6900.0,-16.349998,0.0,0.0,0.0
6920.0,-16.25,0.0,0.0,0.0
6940.0,-16.149994,0.0,0.0,0.0
6960.0,-16.049995,0.0,0.0,0.0
6980.0,-15.950005,0.0,0.0,0.0
7000.0,-15.850006,0.0,0.0,0.0
7020.0,-15.75,0.0,0.0,0.0
7040.0,-15.650002,0.0,0.0,0.0
7060.0,-15.550003,0.0,0.0,0.0
7080.0,-15.449997,0.0,0.0,0.0
7100.0,-15.349998,0.0,0.0,0.0
7120.0,-15.25,0.0,0.0,0.0
7140.0,-15.150002,0.0,0.0,0.0
7160.0,-15.050003,0.0,0.0,0.0
7180.0,-14.950005,0.0,0.0,0.0
7200.0,-14.849998,0.0,0.0,0.0
7220.0,-14.75,0.0,0.0,0.0
7240.0,-14.650002,0.0,0.0,0.0
7260.0,-14.549995,0.0,0.0,0.0
7280.0,-14.449997,0.0,0.0,0.0
7300.0,-14.349998,0.0,0.0,0.0
7320.0,-14.25,0.0,0.0,0.0
7340.0,-14.150002,0.0,0.0,0.0
7360.0,-14.050003,0.0,0.0,0.0
7380.0,-13.949997,0.0,0.0,0.0
7400.0,-13.849998,0.0,0.0,0.0
7420.0,-13.75,0.0,0.0,0.0
7440.0,-13.649994,0.0,0.0,0.0
7460.0,-13.549995,0.0,0.0,0.0
7480.0,-13.450005,0.0,0.0,0.0
7500.0,-13.350006,0.0,0.0,0.0
7520.0,-13.25,0.0,0.0,0.0
7540.0,-13.150002,0.0,0.0,0.0
7560.0,-13.050003,0.0,0.0,0.0
7580.0,-12.949997,0.0,0.0,0.0
7600.0,-12.849998,0.0,0.0,0.0
7620.0,-12.75,0.0,0.0,0.0
7640.0,-12.650002,0.0,0.0,0.0
7660.0,-12.550003,0.0,0.0,0.0
7680.0,-12.450005,0.0,0.0,0.0
7700.0,-12.349998,0.0,0.0,0.0
7720.0,-12.25,0.0,0.0,0.0
7740.0,-12.150002,0.0,0.0,0.0
7760.0,-12.050003,0.0,0.0,0.0
7780.0,-11.950005,0.0,0.0,0.0
7800.0,-11.849991,0.0,0.0,0.0
7820.0,-11.75,0.0,0.0,0.0
7840.0,-11.650002,0.0,0.0,0.0
7860.0,-11.550003,0.0,0.0,0.0
7880.0,-11.450005,0.0,0.0,0.0
7900.0,-11.350006,0.0,0.0,0.0
7920.0,-11.249992,0.0,0.0,0.0
7940.0,-11.149994,0.0,0.0,0.0
7960.0,-11.050003,0.0,0.0,0.0
7980.0,-10.949997,0.0,0.0,0.0
8000.0,-10.850006,0.0,0.0,0.0
8020.0,-10.75,0.0,0.0,0.0
8040.0,-10.649994,0.0,0.0,0.0
8060.0,-10.550003,0.0,0.0,0.0
8080.0,-10.449997,0.0,0.0,0.0
8100.0,-10.350006,0.0,0.0,0.0
8120.0,-10.25,0.0,0.0,0.0
8140.0,-10.150009,0.0,0.0,0.0
8160.0,-10.049988,0.0,0.0,0.0
8180.0,-9.949997,0.0,0.0,0.0
8200.0,-9.849991,0.0,0.0,0.0
8220.0,-9.75,0.0,0.0,0.0
8240.0,-9.650009,0.0,0.0,0.0
8260.0,-9.550003,0.0,0.0,0.0
8280.0,-9.450012,0.0,0.0,0.0
8300.0,-9.349991,0.0,0.0,0.0
8320.0,-9.25,0.0,0.0,0.0
8340.0,-9.149994,0.0,0.0,0.0
8360.0,-9.050003,0.0,0.0,0.0
8380.0,-8.949997,0.0,0.0,0.0
8400.0,-8.850006,0.0,0.0,0.0
8420.0,-8.75,0.0,0.0,0.0
8440.0,-8.649994,0.0,0.0,0.0
8460.0,-8.550003,0.0,0.0,0.0
8480.0,-8.449997,0.0,0.0,0.0
8500.0,-8.350006,0.0,0.0,0.0
8520.0,-8.25,0.0,0.0,0.0
8540.0,-8.149994,0.0,0.0,0.0
8560.0,-8.050003,0.0,0.0,0.0
8580.0,-7.949997,0.0,0.0,0.0
8600.0,-7.850006,0.0,0.0,0.0
8620.0,-7.75,0.0,0.0,0.0
8640.0,-7.650009,0.0,0.0,0.0
8660.0,-7.549988,0.0,0.0,0.0
8680.0,-7.449997,0.0,0.0,0.0
8700.0,-7.349991,0.0,0.0,0.0
8720.0,-7.25,0.0,0.0,0.0
8740.0,-7.150009,0.0,0.0,0.0
8760.0,-7.050003,0.0,0.0,0.0
8780.0,-6.950012,0.0,0.0,0.0
8800.0,-6.849991,0.0,0.0,0.0
8820.0,-6.75,0.0,0.0,0.0
8840.0,-6.649994,0.0,0.0,0.0
8860.0,-6.550003,0.0,0.0,0.0
8880.0,-6.449997,0.0,0.0,0.0
8900.0,-6.350006,0.0,0.0,0.0
8920.0,-6.25,0.0,0.0,0.0
8940.0,-6.149994,0.0,0.0,0.0
8960.0,-6.050003,0.0,0.0,0.0
8980.0,-5.949997,0.0,0.0,0.0
9000.0,-5.850006,0.0,0.0,0.0
9020.0,-5.75,0.0,0.0,0.0
9040.0,-5.649994,0.0,0.0,0.0
9060.0,-5.550003,0.0,0.0,0.0
9080.0,-5.449997,0.0,0.0,0.0
9100.0,-5.350006,0.0,0.0,0.0
9120.0,-5.25,0.0,0.0,0.0
9140.0,-5.150009,0.0,0.0,0.0
9160.0,-5.049988,0.0,0.0,0.0
9180.0,-4.949997,0.0,0.0,0.0
9200.0,-4.849991,0.0,0.0,0.0
9220.0,-4.75,0.0,0.0,0.0
9240.0,-4.650009,0.0,0.0,0.0
9260.0,-4.550003,0.0,0.0,0.0
9280.0,-4.450012,0.0,0.0,0.0
9300.0,-4.349991,0.0,0.0,0.0
9320.0,-4.25,0.0,0.0,0.0
9340.0,-4.149994,0.0,0.0,0.0
9360.0,-4.050003,0.0,0.0,0.0
9380.0,-3.949997,0.0,0.0,0.0
9400.0,-3.850006,0.0,0.0,0.0
9420.0,-3.75,0.0,0.0,0.0
9440.0,-3.649994,0.0,0.0,0.0
9460.0,-3.550003,0.0,0.0,0.0
9480.0,-3.449997,0.0,0.0,0.0
9500.0,-3.350006,0.0,0.0,0.0
9520.0,-3.25,0.0,0.0,0.0
9540.0,-3.149994,0.0,0.0,0.0
9560.0,-3.050003,0.0,0.0,0.0
9580.0,-2.949997,0.0,0.0,0.0
9600.0,-2.850006,0.0,0.0,0.0
9620.0,-2.75,0.0,0.0,0.0
9640.0,-2.6500092,0.0,0.0,0.0
9660.0,-2.5499878,0.0,0.0,0.0
9680.0,-2.449997,0.0,0.0,0.0
9700.0,-2.3499908,0.0,0.0,0.0
9720.0,-2.25,0.0,0.0,0.0
9740.0,-2.1500092,0.0,0.0,0.0
9760.0,-2.050003,0.0,0.0,0.0
9780.0,-1.9500122,0.0,0.0,0.0
9800.0,-1.8499908,0.0,0.0,0.0
9820.0,-1.75,0.0,0.0,0.0
9840.0,-1.6499939,0.0,0.0,0.0
9860.0,-1.550003,0.0,0.0,0.0
9880.0,-1.449997,0.0,0.0,0.0
9900.0,-1.3500061,0.0,0.0,0.0
9920.0,-1.25,0.0,0.0,0.0
9940.0,-1.1499939,0.0,0.0,0.0
9960.0,-1.050003,-0.94,0.0,0.0
9980.0,-0.94999695,-1.88,0.0,0.0
10000.0,-0.8500061,-2.82,0.0,0.0
10020.0,-0.75,-3.76,0.0,0.0
10040.0,-0.6499939,-4.7,0.0,0.0
10060.0,-0.55000305,-5.64,0.0,0.0
10080.0,-0.44999695,-6.58,0.0,0.0
10100.0,-0.3500061,-7.52,0.0,0.0
10120.0,-0.25,-8.46,0.0,0.0
10140.0,-0.15000916,-9.4,0.0,0.0
10160.0,-0.049987793,-10.34,0.0,0.0
10180.0,0.05000305,-11.28,0.0,0.0
10200.0,0.15000916,-12.22,0.0,0.0
10220.0,0.25,-13.16,0.0,0.0
10240.0,0.10040283,-14.1,0.0,0.0
10260.0,-0.08041382,-15.04,0.0,0.0
10280.0,-0.2612152,-15.98,0.0,0.0
10300.0,-0.44200134,-16.92,0.0,0.0
10320.0,-0.622818,-17.86,0.0,0.0
10340.0,-0.80358887,-18.8,0.0,0.0
10360.0,-0.9844055,-19.74,0.0,0.0
10380.0,-1.1652069,-20.68,0.0,0.0
10400.0,-1.3460083,-21.62,0.0,0.0
10420.0,-1.5268097,-22.56,0.0,0.0
10440.0,-1.7075806,-23.5,0.0,0.0
10460.0,-1.8883972,-24.44,0.0,0.0
10480.0,-2.0692139,-25.38,0.0,0.0
10500.0,-2.25,-26.32,0.0,0.0
10520.0,-2.4308167,-27.26,0.0,0.0
10540.0,-2.6116028,-28.2,0.0,0.0
10560.0,-2.7924194,-29.14,0.0,0.0
10580.0,-2.9732056,-30.08,0.0,0.0
10600.0,-3.1539917,-31.02,0.0,0.0
10620.0,-3.3348083,-31.96,0.0,0.0
10640.0,-3.5155945,-32.9,0.0,0.0
10660.0,-3.6964111,-33.84,0.0,0.0
10680.0,-3.8771973,-34.78,0.0,0.0
10700.0,-4.0579834,-35.72,0.0,0.0
10720.0,-4.2388306,-36.66,0.0,0.0
10740.0,-4.419586,-37.6,0.0,0.0
10760.0,-4.600403,-38.54,0.0,0.0
10780.0,-4.7812195,-39.48,0.0,0.0
10800.0,-4.9620056,-40.42,0.0,0.0
10820.0,-5.1428223,-41.36,0.0,0.0
10840.0,-5.3236084,-42.3,0.0,0.0
10860.0,-5.5043945,-42.2,0.0,0.0
10880.0,-5.6851807,-42.1,0.0,0.0
10900.0,-5.8659973,-42.0,0.0,0.0
10920.0,-6.046814,-41.9,0.0,0.0
10940.0,-6.2276,-41.8,0.0,0.0
10960.0,-6.4084167,-41.699997,0.0,0.0
10980.0,-6.589203,-41.600002,0.0,0.0
11000.0,-6.769989,-41.5,0.0,0.0
11020.0,-6.950836,-41.399998,0.0,0.0
11040.0,-7.131592,-41.300003,0.0,0.0
11060.0,-7.3124084,-41.2,0.0,0.0
11080.0,-7.493225,-41.100002,0.0,0.0
11100.0,-7.6739807,-41.0,0.0,0.0
11120.0,-7.8547974,-40.899998,0.0,0.0
11140.0,-8.0355835,-40.800003,0.0,0.0
11160.0,-8.2164,-40.7,0.0,0.0
11180.0,-8.397186,-40.6,0.0,0.0
11200.0,-8.578003,-40.5,0.0,0.0
11220.0,-8.75882,-40.4,0.0,0.0
11240.0,-8.939606,-40.3,0.0,0.0
11260.0,-9.120422,-40.2,0.0,0.0
11280.0,-9.301178,-40.1,0.0,0.0
11300.0,-9.481995,-40.0,0.0,0.0
11320.0,-9.474823,-39.9,0.0,0.0
11340.0,-9.46759,-39.800003,0.0,0.0
11360.0,-9.460388,-39.699997,0.0,0.0
11380.0,-9.453186,-39.6,0.0,0.0
11400.0,-9.445984,-39.5,0.0,0.0
11420.0,-9.438812,-39.399998,0.0,0.0
11440.0,-9.43158,-39.3,0.0,0.0
11460.0,-9.424408,-39.2,0.0,0.0
11480.0,-9.417206,-39.1,0.0,0.0
11500.0,-9.410004,-39.0,0.0,0.0
11520.0,-9.402832,-38.9,0.0,0.0
11540.0,-9.395599,-38.799995,0.0,0.0
11560.0,-9.388428,-38.7,0.0,0.0
11580.0,-9.381165,-38.600002,0.0,0.0
11600.0,-9.374023,-38.499996,0.0,0.0
11620.0,-9.366821,-38.399998,0.0,0.0
11640.0,-9.359589,-38.300003,0.0,0.0
11660.0,-9.352386,-38.199997,0.0,0.0
11680.0,-9.345184,-38.1,0.0,0.0
11700.0,-9.337982,-38.0,0.0,0.0
11720.0,-9.330811,-37.900005,0.0,0.0
11740.0,-9.323578,-37.8,0.0,0.0
11760.0,-9.316406,-37.7,0.0,0.0
11780.0,-9.309204,-37.600002,0.0,0.0
11800.0,-9.302002,-37.5,0.0,0.0
11820.0,-9.29483,-37.4,0.0,0.0
11840.0,-9.287598,-37.300003,0.0,0.0
11860.0,-9.280426,-37.199997,0.0,0.0
11880.0,-9.273163,-37.1,0.0,0.0
11900.0,-9.266022,-37.000004,0.0,0.0
11920.0,-9.25882,-36.899998,0.0,0.0
11940.0,-9.251587,-36.8,0.0,0.0
11960.0,-9.244385,-36.7,0.0,0.0
11980.0,-9.237183,-36.6,0.0,0.0
12000.0,-9.22998,-36.5,0.0,0.0
12020.0,-9.222809,-36.4,0.0,0.0
12040.0,-9.215607,-36.299995,0.0,0.0
12060.0,-9.208405,-36.2,0.0,0.0
12080.0,-9.201202,-36.1,0.0,0.0
12100.0,-9.194,-36.0,0.0,0.0
12120.0,-9.186829,-35.9,0.0,0.0
12140.0,-9.179596,-35.800003,0.0,0.0
12160.0,-9.172424,-35.699997,0.0,0.0
12180.0,-9.165161,-35.6,0.0,0.0
12200.0,-9.15802,-35.5,0.0,0.0
12220.0,-9.150818,-35.4,0.0,0.0
12240.0,-9.143585,-35.299995,0.0,0.0
12260.0,-9.136383,-35.200005,0.0,0.0
12280.0,-9.129181,-35.100006,0.0,0.0
12300.0,-9.121979,-35.0,0.0,0.0
12320.0,-9.114807,-34.9,0.0,0.0
12340.0,-9.107605,-34.800003,0.0,0.0
12360.0,-9.100403,-34.699997,0.0,0.0
